2013-10-30 18:20:55.982365|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2013-10-30 18:56:31.174329|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer]&#9643;&#9642;'(id:2)
2013-10-30 19:20:43.601939|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:20:43.602364|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:20:43.602926|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:20:43.603337|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:20:43.604093|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:20:43.604503|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer][&#187;] &#9794; Regulamin &#9792;'(id:4)
2013-10-30 19:31:54.887622|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 19:31:54.888045|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 19:31:54.888455|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 19:31:54.888860|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 19:31:54.889681|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 19:31:54.890088|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer03]&#8226; Tablica Informacyjna &#8226;'(id:5)
2013-10-30 20:06:53.626500|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:06:53.626923|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:06:53.627450|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:06:53.627861|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:06:53.628503|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:06:53.628906|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](`*&#8226;.(`*&#8226;..&#8226;*&#180;).&#8226;*&#180;)'(id:6)
2013-10-30 20:08:33.889454|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:08:33.889886|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:08:33.890296|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:08:33.890700|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:08:33.891345|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:08:33.891759|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Damn-Zone.pl &#9679;&#8226;&#1632;&#903;'(id:7)
2013-10-30 20:09:10.994148|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:10.994586|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:10.994990|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:10.995397|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:10.996085|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:10.996492|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer1]&#9643;&#9642;'(id:8)
2013-10-30 20:09:33.999353|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:33.999767|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:34.000162|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:34.000567|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:34.001223|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:34.001639|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer]'(id:9)
2013-10-30 20:09:52.252780|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:09:52.253194|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:09:52.253605|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:09:52.254004|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:09:52.254712|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:09:52.255113|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[spacer1]'(id:10)
2013-10-30 20:10:46.306017|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:10:46.306454|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:10:46.307114|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:10:46.307528|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:10:46.308267|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:10:46.308685|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#903;&#1632;&#8226;&#9679; Global AFK &#9679;&#8226;&#1632;&#903;'(id:11)
2013-10-30 20:12:40.203817|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:12:40.204251|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:12:40.204656|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:12:40.205118|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:12:40.205856|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:12:40.206265|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer](.&#8226;*&#180;(.&#8226;*&#180; `*&#8226;.)`*&#8226;.)'(id:12)
2013-10-30 20:13:14.696944|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:13:14.697375|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:13:14.697779|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:13:14.698180|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:13:14.698889|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:13:14.699303|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer2]&#9643;&#9642;'(id:13)
2013-10-30 20:14:21.149933|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:21.150360|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:21.150768|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:21.151169|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:21.151920|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:21.152344|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[cspacer]&#9756;&#9734;&#9758; Centrum Pomocy &#9756;&#9734;&#9758;'(id:14)
2013-10-30 20:14:43.653257|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:14:43.653689|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:14:43.654091|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:14:43.654502|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:14:43.655252|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:14:43.655655|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer3]&#9643;&#9642;'(id:15)
2013-10-30 20:15:24.470154|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:15:24.470591|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:15:24.470993|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:15:24.471433|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:15:24.472150|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:15:24.472558|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[*spacer4]&#9643;&#9642;'(id:16)
2013-10-30 20:18:47.180001|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_browse_power'(id:24812) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
2013-10-30 20:18:47.180433|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_rename_power'(id:24810) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
2013-10-30 20:18:47.180843|INFO    |VirtualServer |  1| permission 'i_ft_needed_directory_create_power'(id:24814) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
2013-10-30 20:18:47.181247|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_download_power'(id:24806) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
2013-10-30 20:18:47.181951|INFO    |VirtualServer |  1| permission 'i_channel_needed_delete_power'(id:13436) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
2013-10-30 20:18:47.182395|INFO    |VirtualServer |  1| permission 'i_ft_needed_file_upload_power'(id:24804) with values (value:999) was added by '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) to channel '[&#187;] Oczekuj&#281; na Administratora!'(id:17)
