2013-11-04 13:46:56.097458|INFO    |VirtualServer |  1| channel '2'(id:79) deleted by 'server'(id:0)
2013-11-04 14:45:20.533133|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:40106'(id:4)
2013-11-04 14:45:20.949590|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 14:45:39.428237|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:48646'(id:4)
2013-11-04 14:45:39.791980|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:48646'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 14:48:20.974217|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:59800'(id:4)
2013-11-04 14:48:21.354994|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 14:51:20.597051|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:37583'(id:4)
2013-11-04 14:51:20.913449|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 14:54:20.275056|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:41782'(id:4)
2013-11-04 14:54:20.684798|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 14:56:13.595143|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:45451'(id:4)
2013-11-04 14:56:13.943160|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:45451'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 14:57:20.208568|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:48541'(id:4)
2013-11-04 14:57:20.554922|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:00:20.979383|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:56697'(id:4)
2013-11-04 15:00:21.322746|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:03:51.064292|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:42323'(id:4)
2013-11-04 15:03:51.436646|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:06:49.634170|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:42281'(id:4)
2013-11-04 15:06:49.970666|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:42281'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 15:07:18.733826|INFO    |VirtualServer |  1| client connected 'L1R0'(id:155) from 212.244.23.106:61120
2013-11-04 15:07:20.648052|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:34807'(id:4)
2013-11-04 15:07:21.015540|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:09:22.966943|INFO    |VirtualServer |  1| client connected 'Echo'(id:15) from 91.231.24.35:62799
2013-11-04 15:09:42.705828|INFO    |VirtualServer |  1| client disconnected 'Echo'(id:15) reason 'reasonmsg=leaving'
2013-11-04 15:10:20.040158|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:57388'(id:4)
2013-11-04 15:10:20.357891|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:12:05.873447|INFO    |VirtualServer |  1| client connected 'Mebus'(id:156) from 92.76.219.213:61656
2013-11-04 15:12:54.820872|INFO    |VirtualServer |  1| client connected 'Murcin'(id:157) from 83.29.27.253:1297
2013-11-04 15:13:20.659629|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:54559'(id:4)
2013-11-04 15:13:21.026237|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:16:20.441719|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:39470'(id:4)
2013-11-04 15:16:20.791981|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:17:21.930299|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:39103'(id:4)
2013-11-04 15:17:22.331150|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:39103'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 15:18:21.689118|INFO    |VirtualServer |  1| client connected 'Echo'(id:15) from 91.231.24.35:62378
2013-11-04 15:19:20.708116|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:44243'(id:4)
2013-11-04 15:19:21.069375|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:22:20.599150|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:44090'(id:4)
2013-11-04 15:22:20.948218|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:25:50.065583|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:42856'(id:4)
2013-11-04 15:25:50.441557|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:28:02.739722|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:36016'(id:4)
2013-11-04 15:28:03.135692|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:36016'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 15:28:50.178121|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:41834'(id:4)
2013-11-04 15:28:50.522264|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:32:20.247897|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:34199'(id:4)
2013-11-04 15:32:20.586150|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:35:20.933408|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:54590'(id:4)
2013-11-04 15:35:21.209426|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:38:20.345608|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:46882'(id:4)
2013-11-04 15:38:20.638134|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:38:49.593009|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:60991'(id:4)
2013-11-04 15:38:49.944674|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:60991'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 15:41:20.407623|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:44054'(id:4)
2013-11-04 15:41:20.685478|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:44:20.647997|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:39212'(id:4)
2013-11-04 15:44:20.977485|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:47:20.340632|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:60478'(id:4)
2013-11-04 15:47:20.729649|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:49:36.176040|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:57836'(id:4)
2013-11-04 15:49:36.531375|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:57836'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 15:50:50.494488|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:35924'(id:4)
2013-11-04 15:50:50.878072|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:53:50.584201|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:43684'(id:4)
2013-11-04 15:53:50.960833|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 15:56:51.067855|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:52879'(id:4)
2013-11-04 15:56:51.525086|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:00:18.039177|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:54795'(id:4)
2013-11-04 16:00:18.395475|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:54795'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:00:20.259029|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:52577'(id:4)
2013-11-04 16:00:20.691407|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:01:45.077281|INFO    |VirtualServer |  1| client disconnected 'L1R0'(id:155) reason 'reasonmsg=wychodzi'
2013-11-04 16:03:20.137816|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:35339'(id:4)
2013-11-04 16:03:20.481826|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:06:20.389933|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:37635'(id:4)
2013-11-04 16:06:20.747566|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:09:20.179419|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:43612'(id:4)
2013-11-04 16:09:20.559173|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:11:31.860923|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:51553'(id:4)
2013-11-04 16:11:32.287580|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:51553'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:12:50.551475|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:53732'(id:4)
2013-11-04 16:12:50.859695|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:12:53.304637|INFO    |VirtualServer |  1| client connected 'BenQ_WKS'(id:158) from 78.9.165.150:3481
2013-11-04 16:12:55.490921|INFO    |VirtualServer |  1| client disconnected 'BenQ_WKS'(id:158) reason 'reasonmsg=leaving'
2013-11-04 16:12:58.575956|INFO    |VirtualServer |  1| client connected 'BenQ_WKS'(id:158) from 78.9.165.150:3481
2013-11-04 16:13:05.082896|INFO    |VirtualServer |  1| client connected '&#10006; A&#8706;&#1084;&#238;&#1080; Dex&#10006;'(id:3) from 83.6.176.171:56631
2013-11-04 16:13:09.343278|INFO    |VirtualServer |  1| client disconnected 'BenQ_WKS'(id:158) reason 'reasonmsg=leaving'
2013-11-04 16:16:20.607818|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:37132'(id:4)
2013-11-04 16:16:20.938278|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:19:20.422548|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:52544'(id:4)
2013-11-04 16:19:20.798382|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:22:21.034282|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:53735'(id:4)
2013-11-04 16:22:21.396648|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:22:25.720417|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:48580'(id:4)
2013-11-04 16:22:26.077001|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:48580'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:25:20.483325|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:58947'(id:4)
2013-11-04 16:25:20.854747|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:28:50.611673|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:51593'(id:4)
2013-11-04 16:28:50.936899|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:29:54.672795|INFO    |VirtualServer |  1| client disconnected 'Echo'(id:15) reason 'reasonmsg=leaving'
2013-11-04 16:32:20.465167|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:51923'(id:4)
2013-11-04 16:32:20.814151|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:33:25.772149|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:45418'(id:4)
2013-11-04 16:33:26.161509|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:45418'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:35:20.541829|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:34517'(id:4)
2013-11-04 16:35:20.880669|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:38:20.405422|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:38739'(id:4)
2013-11-04 16:38:20.790499|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:41:20.856148|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:34204'(id:4)
2013-11-04 16:41:21.187233|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:44:10.526889|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:42228'(id:4)
2013-11-04 16:44:10.937565|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:42228'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:44:51.009750|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:53056'(id:4)
2013-11-04 16:44:51.341852|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:48:20.317830|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:52800'(id:4)
2013-11-04 16:48:20.612139|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:51:20.672965|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:36605'(id:4)
2013-11-04 16:51:21.043976|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:54:21.050608|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:43372'(id:4)
2013-11-04 16:54:21.393841|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:55:00.640634|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:39205'(id:4)
2013-11-04 16:55:01.045027|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:39205'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 16:57:10.502613|INFO    |VirtualServer |  1| client connected 'Nunerrek'(id:12) from 178.42.92.103:9389
2013-11-04 16:57:20.573667|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:35294'(id:4)
2013-11-04 16:57:20.825592|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 16:57:39.894999|INFO    |VirtualServer |  1| client disconnected 'Nunerrek'(id:12) reason 'reasonmsg=leaving'
2013-11-04 16:59:15.396042|INFO    |VirtualServer |  1| client connected 'Mania[K]'(id:105) from 31.182.73.171:53530
2013-11-04 17:00:26.085972|INFO    |VirtualServer |  1| client disconnected 'Mania[K]'(id:105) reason 'reasonmsg=leaving'
2013-11-04 17:00:50.377871|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:37302'(id:4)
2013-11-04 17:00:50.676223|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:04:21.049788|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:51783'(id:4)
2013-11-04 17:04:21.402209|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:06:14.960076|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:35939'(id:4)
2013-11-04 17:06:15.364310|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:35939'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 17:07:20.821414|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:52372'(id:4)
2013-11-04 17:07:21.147869|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:10:20.686645|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:42260'(id:4)
2013-11-04 17:10:21.070839|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:13:50.749917|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:43445'(id:4)
2013-11-04 17:13:51.096794|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:16:44.362234|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:60993'(id:4)
2013-11-04 17:16:44.755331|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:60993'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 17:17:20.906684|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:33121'(id:4)
2013-11-04 17:17:21.198784|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:20:20.284011|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:48814'(id:4)
2013-11-04 17:20:20.567921|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:23:21.007803|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:37061'(id:4)
2013-11-04 17:23:21.334686|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:26:20.849341|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:49029'(id:4)
2013-11-04 17:26:21.159840|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:27:29.647793|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:57804'(id:4)
2013-11-04 17:27:30.044924|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:57804'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 17:29:51.050267|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:41761'(id:4)
2013-11-04 17:29:51.379902|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:33:20.938073|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:54081'(id:4)
2013-11-04 17:33:21.350744|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:36:20.827572|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:55922'(id:4)
2013-11-04 17:36:21.256404|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:38:08.043981|INFO    |VirtualServer |  1| query client connected 'Unknown from 62.75.222.14:54636'(id:4)
2013-11-04 17:38:08.435424|INFO    |VirtualServer |  1| query client disconnected 'Unknown from 62.75.222.14:54636'(id:4) reason 'reasonmsg=disconnecting'
2013-11-04 17:39:20.373000|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:59576'(id:4)
2013-11-04 17:39:20.756740|INFO    |VirtualServer |  1| query client disconnected 'GameTracker'(id:4) reason 'reasonmsg=connection lost'
2013-11-04 17:42:20.339831|INFO    |VirtualServer |  1| query client connected 'Unknown from 108.61.78.148:48015'(id:4)
